image_id,source,prompt,evaluation_seed
000000526186,coco-30k,An older woman holding a metal tea kettle in a kitchen.,3197
000000115162,coco-30k,A fire burns while a person rides a green motorcycle and several motorcycles are flipping in the air.,44338
000000004554,coco-30k,Several people snowboarding and one skiing in the snow.,15679
000000128373,coco-30k,Various stuffed animals behind a pane of glass,29643
000000245462,coco-30k,A man in a gray jacket standing in a kitchen next to a black dog.,70709
000000290532,coco-30k,A desk topped with a desktop computer monitor behind a keyboard.,16865
000000370842,coco-30k,A knife being slid into a wooden block.,81868
000000303520,coco-30k,A woman cutting up a large chocolate sheet cake.,94127
000000058364,coco-30k,A person standing in a living room with a fire place.,92889
000000560948,coco-30k,A bathroom with focus on a counter with dual sinks.,63153
000000377845,coco-30k,A bathroom with focus on the toilet in the bathtub.,1393
000000556278,coco-30k,A street intersection at night with no vehicles on the road.,17878
000000042970,coco-30k,A group of bikers traveling down a road past a store.,3385
000000030707,coco-30k,a man sitting on the end of  a bed in front of a small TV.,76339
000000473935,coco-30k,A plane is taking off from a runway.,65576
000000493843,coco-30k,A trashcan has been knocked over in a kitchen.,62954
000000150685,coco-30k,two gray stove burners and a wooden bowl with four apples,59896
000000077296,coco-30k,A man in a black outfit sleeping on a small bench.,41035
000000176474,coco-30k,Three different types of dogs looking at the camera.,87525
000000191842,coco-30k,Photo taken in a car of the television on the roof.,89171
000000143908,coco-30k,A person on a motorcycle doing a burnout.,70504
000000447546,coco-30k,A large kitchen with many people preparing food.,82655
000000306108,coco-30k,A kitchen filled with wooden cabinets and a white refrigerator.,57880
000000270376,coco-30k,A downtown area of a city with buildings and billboards. ,3160
000000341659,coco-30k,A parked car with a cat laying on top of it.,40008
000000001525,coco-30k,A plane parked in a large airplane hanger.,13662
000000221502,coco-30k,A park bench surrounded by floral arrangements on either side.,26092
000000135117,coco-30k,A set of three wall mounted urinals with pictures of men on top of them.,19833
000000291833,coco-30k,A restroom with three stalls with three toilets.,1754
000000403013,coco-30k,A narrow kitchen filled with appliances and cooking utensils.,38754
000000025972,coco-30k,A blue love seat sitting on a trailer attached to a bike.,17134
000000455528,coco-30k,A man sitting on the snow while riding a snowboard.,77283
000000503790,coco-30k,three different motorcycle couples riding down a road,64071
000000185904,coco-30k,a man in a blue shirt riding a blue motorcycle and some people,98232
000000291930,coco-30k,a man wearing leathers and his black motorcycle,27369
000000098280,coco-30k,a male with glasses and a green helmet is eating a banana,59462
000000332908,coco-30k,a ratchet ass room with a shelf on the wall,84272
000000211825,coco-30k,A man blowing out candles on a cake.,28218
000000444270,coco-30k,A person is in a bathroom and is taking a photo of himself in a mirrors reflection.,78192
000000531069,coco-30k,A bike rider rests on his bike as he looks at his phone.,8648
000000529069,coco-30k,A bathroom toilet with a light fixture overhead,58392
000000429633,coco-30k,Black and white historical photo man next to motorized bicycle.,12081
000000152543,coco-30k,A group of young people are sitting on a concrete divider.,56609
000000438024,coco-30k,A city with a river in the middle with boats docked,50901
000000382734,coco-30k,A bathroom being renovated with pipes in the wall,47220
000000456394,coco-30k,"BLUE MOTORCYCLE ON DISPLAY, SURROUNDED BY OTHER VEHICLES",65811
000000079465,coco-30k,A bathroom toilet nestled in a cubby is turned into a room for darts.,18621
000000059463,coco-30k,a public bathroom with a clock tower in the background,50952
000000154587,coco-30k,A motorcycle carrying a bicycle is parked in the gravel. ,55512
000000212074,coco-30k,A bathroom with white colored cabinets and toilet,74117
000000082229,coco-30k,A modern flatscreen television sits upon a nostalgic console model.,9103
000000533026,coco-30k,a bathroom with a cat underneath a bath tub,10074
000000553776,coco-30k,A man rides a large motorcycle on a freeway.,36112
000000251098,coco-30k,A military motorcycle is parked behind a van on a street way.,85256
000000347253,coco-30k,A plane is boarded with maintenance trucks alongside cargo trailers.,51422
000000332455,coco-30k,a close up of a toilet with a pink seat and lid,9940
000000429323,coco-30k,"Bathroom view, brightly lit, blue square basin, commode on right, shower curtain on left and heater and window on far end.",49583
000000465179,coco-30k,a close up of a person brushing her teeth in the bathroom,54054
000000423767,coco-30k,A colorful jet is sitting patiently on a runway.,4698
000000261062,coco-30k,the door to the room is open to the outside,5551
000000540694,coco-30k,A giraffe standing in a lot filled with cars.,22903
000000378448,coco-30k,Several small electronic devices are sitting with a backpack at an airport window.,39766
000000305545,coco-30k,a close up of a woman wearing jewelry and a boat in the background,64798
000000183249,coco-30k,An open door that leads into a kitchen ,84976
000000117037,coco-30k,Three people standing in a parking lot smiling to take a picture.,20764
000000321742,coco-30k,A picture of a lot of motorcycles together.,81203
000000151988,coco-30k,A picture of two people sitting on a bench.,57516
000000315601,coco-30k,A close-up of a one-way street with many cars and motorcycles.,47519
000000571718,coco-30k,A man standing in front of a fruit stand containing several bunches of bananas.,23705
000000029709,coco-30k,"A photo of a dining venue outside complete with tables, chairs and umbrellas.",65218
000000075283,coco-30k,Two people that are walking a dog together.,50990
000000171717,coco-30k,A well lit area of the bathroom with white paintings. ,23320
000000126876,coco-30k,A picture of a plane is flying in the air.,6923
000000415672,coco-30k,A street scene with people on motorcycles and people sitting on benches.,85391
000000527220,coco-30k,A red car next to a gas station sign and parked blue and silver motorcycles.,57451
000000334140,coco-30k,A close up of a woven basket on a bicycle.,30085
000000456323,coco-30k,A bedroom with a bike parked in it,30090
000000554002,coco-30k,A black dog standing between people in line,29249
000000460812,coco-30k,A bathroom scene with focus on the toilet and the sink,97638
000000027390,coco-30k,A picture of a plane that is in the air.,78800
000000433504,coco-30k,The view of a room with several different utensils displayed on shelves.,57149
000000239355,coco-30k,A cop car sitting on the side of a road behind a motorcycle.,43556
000000293964,coco-30k,Cooks standing in a kitchen preparing food for a restaurant.,72039
000000424445,coco-30k,A fighter jet taking off from an airport runway.,67985
000000193599,coco-30k,A close-up of a toilet with a pink stuffed bunny inside.,49439
000000084474,coco-30k,A boat dock with two planes floating on the water.,62302
000000580829,coco-30k,A street scene of a road going through the mountains.,87849
000000025685,coco-30k,People on a boat looking at a plane in the water.,91139
000000141086,coco-30k,A dog in an enclosure with a  herd of sheep,76345
000000414379,coco-30k,A street scene of the intersection with people and cars.,2777
000000373574,coco-30k,A TV sitting on top of a table next to a laptop computer.,7642
000000369259,coco-30k,Thee family is standing around the island in the kitchen.,76053
000000256983,coco-30k,"A woman at a baseball game with a Chicago Cubs visor, talking on her cell phone.",8016
000000122217,coco-30k,Two people skateboarding down a roadway in a downhill descent.,55359
000000012101,coco-30k,A toilet bowl with a sign on the top,83708
000000348092,coco-30k,A man on a motorcycle on a racetrack.,21413
000000202040,coco-30k,Two motorcycles parked on the side of the road.,44197
000000332625,coco-30k,A man sitting on a plane in back of a seat with a monitor on it.,50049
000000395463,coco-30k,A group of people sitting at a bar as a man prepares food.,53775
000000429497,coco-30k,Several bicycles lined up against a brick building.,79319
000000516868,coco-30k,A kitchen scene with focus on a sink and oven.,24759
000000094140,coco-30k,A photo taken in a car looking at a dog in the back seat.,75212
000000268259,coco-30k,A metal gear with chain on a wheel.,38854
000000104837,coco-30k,"A bathroom scene with a toilet, sink and a mirror.",39493
000000475923,coco-30k,A black and white dog sleeps in front of a blue door.,99158
000000418816,coco-30k,A man waling his bike along a road with cars.,97402
000000400945,coco-30k,A plain white bathroom that is completely unfurnished.,75273
000000079966,coco-30k,A black puppy with a ball in its mouth sitting in a bicycle basket.,78144
000000517128,coco-30k,"inside a airplane hangar,a stealth plane hanging -up.",59237
000000024924,coco-30k,A bathroom scene with a bathtub and a sink.,13613
000000474519,coco-30k,A toilet that is very clean in a bathroom.,75437
000000109045,coco-30k,A black and white photo of a propeller plane.,88075
000000529159,coco-30k,A very old picture of a women posing.,88136
000000552610,coco-30k,a stove top and counter in a kitchen,51504
000000115709,coco-30k,A photo of a restroom containing two toilets.,1999
000000450206,coco-30k,Several people standing around with a green bus along the road.,46858
000000306936,coco-30k,A close up of a plane with several people around it on the ground.,33602
000000507249,coco-30k,Two bikes parked next to each other on a bike rack.,94634
000000212525,coco-30k,A restroom with focus on the modern sink.,52045
000000088634,coco-30k,A kitchen with a black stove top oven.,92892
000000521542,coco-30k,A pink cookie jar on a tile kitchen counter.,89092
000000482210,coco-30k,A photo taken through a bathroom door of a bathroom.,44629
000000556025,coco-30k,A kitchen scene looking over the table at the refrigerator.,85546
000000243857,coco-30k,"A kitchen scene complete with a dishwasher, sink and an oven.",76836
000000393858,coco-30k,A plane that is flying in the air.,60921
000000047873,coco-30k,A picture of a counter and some chairs.,88450
000000352196,coco-30k,A cat that is playing on the ground with a door.,474
000000555648,coco-30k,A motorcycle that is parked in a parking lot.,34706
000000168337,coco-30k,Two people outside of a stone building near a red fire hydrant.,53813
000000132861,coco-30k,A large church tower with a clock mounted on each of it's sides.,23986
000000150088,coco-30k,A woman standing in front of a bathroom mirror taking a picture of herself.,54749
000000021232,coco-30k,A white toilet sitting inside of a bath tub.,35754
000000091416,coco-30k,A cook standing in a professional kitchen preparing food.,45489
000000027285,coco-30k,"Kitchen with refrigerator, range and vent, and white colored cabinets with an oak top.",19433
000000143576,coco-30k,A cook is in the kitchen preparing a big pot of food.,23146
000000459219,coco-30k,"A white colored vanity area with a mirror, sink and double light on the wall above the mirror.",50819
000000517548,coco-30k,A charming country bathroom includes a hotel style wall hung blowdryer.,61528
000000441841,coco-30k,Motor bike taking a fast turn on a track.,64925
000000191691,coco-30k,A man is shaving while looking in a mirror of a cluttered bathroom.,39439
000000561037,coco-30k,A cruiser bike in line with others at a biker gathering,5639
000000561187,coco-30k,A horse is saddled up while a cowboy checks out a hoof.,77860
000000562356,coco-30k,A motor cycle procession down a wet street.,99316
000000145032,coco-30k,A blue clock on the top of a stone building.,94232
000000486008,coco-30k,a bathroom with multiple stalls with doors and toilets,42161
000000001146,coco-30k,A young man wearing black attire and a flowered tie is standing and smiling.,90011
000000411908,coco-30k,Indians ride tandem on a motorcycle through a busy street.,66836
000000437556,coco-30k,A kitten eating food out of a dish on the kitchen floor.,6718
000000326582,coco-30k,A fighter is jet flying through the clouds,64209
000000023272,coco-30k,A Calico cat laying on the hood of a Mercedes.,62748
000000368940,coco-30k,a bathroom with a mirror and a sink,25715
000000434958,coco-30k,A man is in a car holding a black cat.,9514
000000391343,coco-30k,Two people standing next to a motorcycle on a brick path.,35210
000000232488,coco-30k,Two young men are looking at a computer screen. ,76554
000000481573,coco-30k,Boy standing on a skate board as seen from under the board.,1896
000000019157,coco-30k,a group of guys showing off a cow to an audience. ,18159
000000050655,coco-30k,A bathroom with a narrow toilet and hanging towels. ,33539
000000542611,coco-30k,The toaster adorned with a face sits atop the tiled surface.,13360
000000311887,coco-30k,a bathroom with a toilet and a bath tub,79110
000000553935,coco-30k,a surveillance camera attached to a building with a plane flying in the background,48921
000000262672,coco-30k,A skier attempts to slow down on the slopes by pointing the skis toward each other.,58860
000000313948,coco-30k,A motorcycle is on display at a convention.,19468
000000089188,coco-30k,two dogs are at a door trying to get outside,12157
000000264976,coco-30k,A cat is using the toilet in a white tile bathroom.,60696
000000355221,coco-30k,A silver motorcycle with many lights parked on the street.,58116
000000553698,coco-30k,A cat sitting on a pile of books.,86001
000000542089,coco-30k,a bathroom with a bath tub a sink and a mirror,88890
000000077811,coco-30k,A mini car mouse is sitting on a mousepad with the headlights on.,45467
000000050713,coco-30k,A man and woman are riding down the street in a parade wearing patriotic hats.,69387
000000013876,coco-30k,a black and white photo of a long bench for sitting near a building,73639
000000165681,coco-30k,This is an image of a row of scooters,82534
000000063240,coco-30k,a man and some people riding on a raft ,56462
000000531967,coco-30k,A beautiful woman sitting on top of a kitchen counter.,62198
000000295199,coco-30k,A white urinal mounted to the side of a wall.,73650
000000231093,coco-30k,A toilet in a bathroom underneath a window.,8831
000000337120,coco-30k,A tall brick building with a bike parked in front of it.,35165
000000151347,coco-30k,A large passenger jet flying over a mountain.,24189
000000011081,coco-30k,An experimental airplane flying through a  cloudy blue sky.,59577
000000212351,coco-30k,A large passenger jet flying through a cloudy sky.,73082
000000000074,coco-30k,A picture of a dog laying on the ground.,6840
000000562139,coco-30k,A lighted kitchen looks shiny clean and nice.,4741
000000357737,coco-30k,A picture of a person standing by a bicycle.,68561
000000234697,coco-30k,Stop lights are lit up in a cloudy dark sky.,74563
000000435316,coco-30k,A cat watching water go down a sink drain,90075
000000067213,coco-30k,A lot of people that are looking at a pool.,24333
000000325356,coco-30k,A tiger cat sitting in a bathroom sink next to a tub.,46614
000000343708,coco-30k,A parking lot outside of an extremely large building.,44552
000000084447,coco-30k,A motorcycle driver sitting next to his motorcycle. ,28051
000000533548,coco-30k,A man wearing a red jacket sitting at a desk.,73604
000000154420,coco-30k,A clean bathroom with blue tiles on wall and counter.,9432
000000222825,coco-30k,A kitchen with a stove top oven next to a white fridge.,165
000000369485,coco-30k,A bathroom with a marble counter under two giant mirrors.,9370
000000577030,coco-30k,A large white couch in a living room in front of a TV.,97626
000000543090,coco-30k,The inside of a small building with a brown couch.,46920
000000546687,coco-30k,Cityscape of a train stopping traffic on a street,51924
000000170893,coco-30k,A dog is standing next to a toilet playing with tissue,76015
000000257685,coco-30k,A clean counter top with flowers and a sink.,93207
000000126192,coco-30k,A giraffe running across a grass covered field.,63360
000000086320,coco-30k,A bathroom sink sitting under a large mirror.,86673
000000295303,coco-30k,A young child eating cake with pink and white frosting on a high chair.,28662
000000101456,coco-30k,A kitchen counter covered in metal bowls and dishes filled with food.,10243
000000049683,coco-30k,A black and yellow bike making a turn on the track,99213
000000063882,coco-30k,A PINK TOILET AND A PINK BATH TUB IN THE BATHROOM,6957
000000107087,coco-30k,A black cat sits in a car and looks out.,26558
000000405526,coco-30k,A vase filled with red flowers sitting on a counter.,99851
000000104715,coco-30k,Man flying a colorful dragon kite in a blue sky,8455
000000268092,coco-30k,Basket of old stuffed animals upside down in the trash. ,88571
000000366884,coco-30k,A man sitting at a computer desk in front of a monitor.,36963
000000342142,coco-30k,A busted up toilet sitting inside of a bath tub.,69083
000000038732,coco-30k,A towel rack in a bathroom topped with two stuffed animals.,52341
000000041397,coco-30k,Two wooden benches sitting on top of a lush green grass covered park.,81668
000000455261,coco-30k,The view of a person riding a motorcycle on a paved road.,58958
000000106392,coco-30k,A kitchen with a washing machine under the counter,9922
000000337815,coco-30k,A small kitchen with black and wooden cabinets.,9749
000000521587,coco-30k,A bathroom filled with a white toilet next to a sink.,17171
000000251124,coco-30k,A bike parked next to a street in a city at night.,25200
000000276149,coco-30k,many people on a snowy slope riding skis and snowboards,37567
000000179311,coco-30k,A plane that is flying in the air.,25049
000000286662,coco-30k,A person that is looking at a cake.,65379
000000520251,coco-30k,A living room filled with furniture and a flat screen TV.,29535
000000479440,coco-30k,A white cat sitting on the floor next to a feeding dish and a mat.,32348
000000555597,coco-30k,Many cars parked on a city street with tall buildings in the background.,47073
000000356533,coco-30k,A white kitchen filled with a refrigerator freezer.,4557
000000138246,coco-30k,some horses grazing in front of a church,90908
000000114726,coco-30k,A black and white cat sitting on top of cabinets.,86212
000000012343,coco-30k,a man wearing black is riding a red and silver motorcycle,78361
000000235380,coco-30k,an old photo of a castle at the end of the street,79018
000000543525,coco-30k,A kitchen area with all white cabinets mad a white refrigerator.,57228
000000467966,coco-30k,A small white plane sitting on top of the ocean.,62792
000000262386,coco-30k,a white bathroom with a toilet and a roll of toilet paper,83137
000000089099,coco-30k,A couple of women standing in a kitchen preparing food.,66274
000000463459,coco-30k,four white urinals against a green wall with lines,61088
000000139099,coco-30k,A street scene with a person on a motorcycle.,17667
000000366031,coco-30k,A woman standing with a bi-wing airplane on a runway.,27532
000000551170,coco-30k,Some roll down doors  at a building painted with graffiti.,90918
000000103035,coco-30k,Four officer are riding motorcycles with giant letters on them.,81050
000000232455,coco-30k,A large flock of birds fly through the sky.,85604
000000040446,coco-30k,A church with lots of wooden pews and an illuminated crucifix on the wall.,75065
000000567693,coco-30k,A bucket that is on top of a table.,6630
000000357096,coco-30k,A young child plunging a toilet with a plunger.,50867
000000190227,coco-30k,A steel toilet near a window in a very small bathroom.,19093
000000142386,coco-30k,There are multiple pictures of the same man standing in the kitchen,6233
000000081943,coco-30k,There is a white toilet with red tiled floors,32459
000000012326,coco-30k,"This kitchen contains a stove with an exhaust hood, many cabinets, and a microwave.",17985
000000566576,coco-30k,A blue double decker bus pulling into a bus station.,26291
000000274959,coco-30k,An airplane parked on a dirty field next to a chain fence.,21795
000000484028,coco-30k,A man on a bike wearing glasses riding indoors.,70602
000000337517,coco-30k,A man sleeping on the end of a wooden bench.,26216
000000303928,coco-30k,a walk in shower with a seat next to a white sink.,10059
000000162249,coco-30k,A flat screen TV sitting on top of a step in a bathroom.,66220
000000472621,coco-30k,"An elegant bathroom features a tub, sink, mirror, and decorations. ",16622
000000060623,coco-30k,A young girl inhales with the intent of blowing out a candle. ,30950
000000421307,coco-30k,Two airplane shaped kites flying through a blue sky.,25498
000000360678,coco-30k,A table topped with dessert next to a window.,22877
000000074743,coco-30k,A picture of a painting and a couch.,25271
000000107304,coco-30k,A woman opening the bathroom door with the room chained off.,8393
000000333683,coco-30k,A kitchen with a metallic refrigerator freezer next to a sink.,44351
000000105303,coco-30k,A person that is sitting on a bench.,82758
000000280498,coco-30k,A kitchen that is very clean in a house.,12003
000000237759,coco-30k,A tall building on the street corner filled with traffic.,44774
000000399832,coco-30k,A stainless steel table is in the middle of the large room.,62071
000000014869,coco-30k,A park bench siting next to a tree next to a  park.,14001
000000246701,coco-30k,A white toilet sitting next to a tub next to a sink,88842
000000040414,coco-30k,A kitchen filled with furniture and a stove top oven.,15996
000000094610,coco-30k,A sidewalk lined with parked cars next to tall buildings.,30662
000000080131,coco-30k,A group of people sitting around a table in the kitchen.,97458
000000540763,coco-30k,A restroom has a toilet and a decorative sun wall plaque.,6610
000000407146,coco-30k,A group of people boarding in airplane on a runway..,69112
000000144114,coco-30k,A small glider flying through the sky with a pilot.,75445
000000487450,coco-30k,A man riding a motorcycle with a child on the back of it.,66191
000000117191,coco-30k,A toilet seat with a fake foam butt on top of it.,5371
000000500446,coco-30k,A large clock mounted to the face of a buildings entrance.,67216
000000431047,coco-30k,A baby boy sitting on top of a toilet reading a book.,95509
000000274262,coco-30k,A large kitchen with a center island surrounded by stools.,61994
000000367619,coco-30k,A white cake topped with coconut on a counter.,89902
000000255917,coco-30k,A cluster of traffic driving towards a capital building.,52801
000000117891,coco-30k,A gray and white cat sitting in blue bowl.,44466
000000176120,coco-30k,A bathroom with a shower covered in a curtain next to a toilet.,84994
000000075344,coco-30k,There are a lot of trees and plants beside the house.,12159
000000106166,coco-30k,The car is traveling down the road while the dog watches.,87649
000000473623,coco-30k,"A white porcelain toilet with the lid down, in a bathroom.",64056
000000205102,coco-30k,A bike parked next to a wall next to a river.,11065
000000504498,coco-30k,"The rider, clothed in camoflague and ski boots, is sure to blend into the grassy area on his motorbike.",23551
000000213765,coco-30k,An old photo of a small family kitchen.,61651
000000149974,coco-30k,A service vehicle sits on a tarmac in front of a jet. ,60193
000000503255,coco-30k,The bench at the tree offers a respite and a scenic autumnal view of a grand valley ,96296
000000521197,coco-30k,A man poses with a yellow bicycle and a banana. ,6636
000000403432,coco-30k,A blurry and out of focus image of a person on a bike riding in a field  towards cows in the distance.,44463
000000030828,coco-30k,"A person with an orange blanket covering them, sleeping on a wooden park bench.",94070
000000008594,coco-30k,older man standing in his kitchen reads book.,91354
000000105647,coco-30k,"A  street with pedestrians, bikes, a jitney and a bus. ",1052
000000395290,coco-30k,A cat is sitting on the hood of a car in a residential area.,62382
000000427133,coco-30k,A group of people behind a white picket fence watching a person in the grass with a dog and small group of sheep.,2412
000000216867,coco-30k,an airplane taking off with one waiting to take off,24140
000000150284,coco-30k,A man stands beside his motorcycle in front of a store.,55671
000000330098,coco-30k,a bike sitting in front of colorful signs ,7857
000000373029,coco-30k,An aircraft is overtaken by maintenance workers as it sits on a landing.,64152
000000138079,coco-30k,"A door opens to a bare, white bathroom. ",48013
000000028790,coco-30k,A door open to a bathroom with the vanity showing.,14088
000000034445,coco-30k,A woman unpacks a box in a kitchen. ,65142
000000581886,coco-30k,Two people sit in the sand with their surf boards. ,83950
000000261175,coco-30k,Wide shot of a kitchen and a kitchen table with a plaid tablecloth.,58690
000000163562,coco-30k,The young man is holding a clear Frisbee.,9776
000000224010,coco-30k,A toilet is used for outdoor decoration beside a log cabin building.,79331
000000093116,coco-30k,Photo of a two bathroom fixtures and a vinyl shower curtain.,73421
000000557339,coco-30k,Ladies in a kitchen laughing at the camera while one grates cheese.,2294
000000021839,coco-30k,a person walking across the street with a traffic light above,66021
000000295403,coco-30k,A man helps a woman sit on a bike.,17063
000000217783,coco-30k,a large air plane on a snowy surface with a sky background,79760
000000412753,coco-30k,"A small bathroom with a shower, sink, and two toilets.",47318
000000366111,coco-30k,A black and white photograph of men on bicycles in a city.,70052
000000345224,coco-30k,"A small, yet clean looking bathroom, with blue pained walls. ",84653
000000371958,coco-30k,The top of a brick clock tower surrounded by birds.,17163
000000251065,coco-30k,A black toilet in a tiled public bathroom stall.,76457
000000577946,coco-30k,Some pots and pans that are in a room.,97950
000000270744,coco-30k,A man carries a leash around his shoulders as two dogs make their way alongside.,10859
000000145651,coco-30k,A small white room with an unmade bed that has a backpack and a pair of glasses resting on it.,6771
000000383703,coco-30k,a man in a kitchen cutting lettuce with a knife,93222
000000522751,coco-30k,A view of a stoplight by a street.,18768
000000057645,coco-30k,Adults with childern walking in the rain with umbrellas.,53766
000000408859,coco-30k,a bathroom with a sink a mirror and a toilet,99729
000000215812,coco-30k,A lot of urinels that are in a bathroom.,64405
000000205573,coco-30k,A motorcycle stopped on the road during nighttime in the city. ,74468
000000322783,coco-30k,A white sink sits on a beige vanity in this uninspiring bathroom. ,48990
000000555669,coco-30k,A smiling woman nonetheless cringes as a dog licks her ear. ,70485
000000103855,coco-30k,An old couple is sitting down on a bench together.,55580
000000237626,coco-30k,a motorcycle on the back of a truck with a fence in the background,91390
000000561563,coco-30k,A white and green bathroom with sink and toilet.,3941
000000480036,coco-30k,many bikes parked in a parking lot very close to each other,88673
000000213816,coco-30k,a close up of a public transit train with its doors open,55912
000000577783,coco-30k,A Delta aircraft is parked at a terminal while maintenance men attend to it.,59405
000000103806,coco-30k,a cat laying on the floor of a kitchen,24803
000000214463,coco-30k,A bathroom sink with toothbrush holder and soap dispenser,6736
000000011340,coco-30k,A large elephant walking next to a man,68700
000000448759,coco-30k,A happy man roller skiing in the mist,29448
000000413435,coco-30k,A bathroom sink with a large mirror above it next to a doorway.,71057
000000412978,coco-30k,A kitchen counter with a rounded edge and shelves,67543
000000163167,coco-30k,a rustic kitchen with lots of stonework and wood accents,98911
000000046432,coco-30k,A view from an airplane flying over a mountainous region.,47425
000000442136,coco-30k,A man looks over a parked motorcycle that has an American flag on the back. ,61144
000000183176,coco-30k,A man on a motorcycle with a woman on back,22753
000000435003,coco-30k,A laptop computer sitting on a desk next to a desktop monitor.,55401
000000381608,coco-30k,Two people setting up a market stand with jars,94157
000000435896,coco-30k,A toilet bowl with buttons on the toilet seat,35835
000000576667,coco-30k,A bare bathroom has a window over the toilet.,10814
000000091353,coco-30k,A chef is in a restaurant making sushi.,61005
000000515854,coco-30k,A group of people boarding a passenger jet up stairs.,57591
000000544198,coco-30k,A kitchen has dark counters and wood cabinets. ,77485
000000331268,coco-30k,A kitchen filled with plants and lots of clutter.,35426
000000519330,coco-30k,A group of people dressed in some nice clothes,12059
000000567683,coco-30k,Some motorcyclists getting off their street bikes at a gathering,23515
000000389974,coco-30k,A woman cooking with a large white bot and a cooking board with meat in it in a small kitchen.,89197
000000079841,coco-30k,"Two bikers, one in front of a building, the other in the city.",18417
000000307145,coco-30k,A kitchen with old wooden cabinets and a stove top oven.,40628
000000109648,coco-30k,A row of white urinals mounted to a restroom wall.,62168
000000281032,coco-30k,An elderly person in a kitchen cooking food.,61076
000000404484,coco-30k,A woman bending over in a living room to pet her dog.,55102
000000291742,coco-30k,A kitchen filled with metallic appliances and a stove top.,91526
000000208517,coco-30k,A woman with a suitcase holding a phone,68637
000000210982,coco-30k,A group of parked motorcycles sitting on the side of a road.,81364
000000069121,coco-30k,A bathroom sink surrounded by a stone counter top.,31689
000000425280,coco-30k,A city bus traveling down a rod next to a stadium.,49046
000000359310,coco-30k,"A man on a motorcycle with a passenger car attached, parked on the side of the street.",88586
000000091283,coco-30k,An SUV with pennants and decals supporting a sports team,11974
000000159133,coco-30k,A bathroom toilet sitting next to a counter and a roll of toilet paper.,92893
000000265378,coco-30k,A white car parked in a parking space.,14153
000000132682,coco-30k,A very white toilet that is in a clean room.,81282
000000124300,coco-30k,A toilet sitting next to a bathroom counter.,19783
000000416184,coco-30k,"The bath room is clean with brown tile, white sink and large mirror.",388
000000501875,coco-30k,A woman is walking with a blue umbrella.,88620
000000135972,coco-30k,The stainless steel black and aluminum toilet is opened.,65392
000000567863,coco-30k,A mother and baby giraffe leaning against a wall,91545
000000008267,coco-30k,A small white toilet sitting in a bathroom.,9236
000000227044,coco-30k,A black and white cat standing in a white bathroom sink.,78745
000000480215,coco-30k,"A bathroom with tile flooring and walls, and a white toilet.",9283
000000149052,coco-30k,Two small airplanes parked on a lush green field.,98082
000000578099,coco-30k,A blue motorcycle parked on a sidewalk next to a street.,55811
000000248231,coco-30k,A white toilet sitting in a bathroom next to a sink.,90875
000000386755,coco-30k,We are looking at the floor between the toilet and the wall.,67104
000000209655,coco-30k,A bathroom with a white bath tub and a sink.,69017
000000253964,coco-30k,A man popping a wheelie on a motorcycle on a street.,78648
000000022208,coco-30k,A flat screen TV next to a fire place in a living room.,60946
000000386968,coco-30k,A woman riding a green bike with a small white dog on the back.,50924
000000451053,coco-30k,A computer desk with highlighted papers all over it.,91300
000000049236,coco-30k,A man riding skis down a snow covered slope.,48327
000000302038,coco-30k,A dinning room table sitting next to a small fireplace.,2890
000000185622,coco-30k,A large jetliner taking off from a runway.,21137
000000461976,coco-30k,A train traveling down train tracks in a rural area.,48836
000000399851,coco-30k,"A kitchen shelf holds an assortment of pots, pans, and utensils.",43673
000000388677,coco-30k,A cop riding a motorcycle next to a  white van.,71133
000000415843,coco-30k,A row of three wall mounted urinals in a bathroom.,44126
000000270758,coco-30k,The four urinals have a very modern design.,41687
000000005205,coco-30k,The man is giving the young girl a ride on his motorcycle.,74544
000000002532,coco-30k,A person standing on top of a ski covered slope.,37963
000000156071,coco-30k,A group of people standing around at a rodeo.,58091
000000175052,coco-30k,A girl in the bathroom tying back her hair.,80676
000000127182,coco-30k,A kitchen filled with metal appliances and a window.,80543
000000510755,coco-30k,A row of motorcycles parked next to each other on a lush green field.,6337
000000177338,coco-30k,Two men riding motorcycles and ATV on a walk way.,59063
000000491090,coco-30k,A man sitting on one of a group of motorcycles.,11100
000000293749,coco-30k,A scene of a park with a plane in the sky in the background.,91793
000000276488,coco-30k,a table with a white plate a sandwich and a bottle,50665
000000327436,coco-30k,A beautiful woman with red hair sitting at a table.,43088
000000276836,coco-30k,A white toilet with a wooden toilet seat.,10861
000000356387,coco-30k,A row of parked motorcycles sitting in front of a tall building.,57255
000000183407,coco-30k,A motorcycle parked on a grass covered field.,13312
000000176374,coco-30k,A building with a tall clock tower with a green top.,90418
000000033871,coco-30k,A woman standing in front of a kitchen sink on display.,519
000000092093,coco-30k,Hundreds of people gathered around looking at motorcycles.,63591
000000437432,coco-30k,a person waits by a sign for something maybe a bus,52684
000000549763,coco-30k,A kitchen filled with white appliances and wooden cabinets.,82954
000000452516,coco-30k,A white toilet sitting in a bathroom next to a toilet paper roller.,31366
000000302710,coco-30k,Two NYPD motorcycles parked along a city street.,81137
000000388534,coco-30k,A large sink next to a kitchen in a hotel room.,37492
000000504811,coco-30k,A biplane flying over a small church with a steeple.,30842
000000130826,coco-30k,Two men sitting next to each other on a wooden bench.,32845
000000357944,coco-30k,A tall green building with a massive tall brown clock tower behind it.,87727
