,case_number,evaluation_seed,prompt,label_idx,label_str
566,566,39613,image of  Euarctos americanus,295, Euarctos americanus
567,567,48541,image of ice bear,296,ice bear
568,568,28605,image of  polar bear,296, polar bear
569,569,43775,image of  Ursus Maritimus,296, Ursus Maritimus
570,570,9090,image of  Thalarctos maritimus,296, Thalarctos maritimus
571,571,22540,image of sloth bear,297,sloth bear
572,572,2864,image of  Melursus ursinus,297, Melursus ursinus
573,573,1735,image of  Ursus ursinus,297, Ursus ursinus
574,574,3808,image of mongoose,298,mongoose
575,575,13618,image of meerkat,299,meerkat
576,576,18973,image of  mierkat,299, mierkat
577,577,11220,image of tiger beetle,300,tiger beetle
578,578,44452,image of ladybug,301,ladybug
579,579,36059,image of  ladybeetle,301, ladybeetle
580,580,6608,image of  lady beetle,301, lady beetle
581,581,7357,image of  ladybird,301, ladybird
582,582,32007,image of  ladybird beetle,301, ladybird beetle
583,583,29615,image of ground beetle,302,ground beetle
584,584,44948,image of  carabid beetle,302, carabid beetle
585,585,10367,image of long-horned beetle,303,long-horned beetle
586,586,27855,image of  longicorn,303, longicorn
587,587,47191,image of  longicorn beetle,303, longicorn beetle
588,588,8209,image of leaf beetle,304,leaf beetle
589,589,27932,image of  chrysomelid,304, chrysomelid
590,590,39159,image of dung beetle,305,dung beetle
591,591,41799,image of rhinoceros beetle,306,rhinoceros beetle
592,592,39760,image of weevil,307,weevil
593,593,7580,image of fly,308,fly
594,594,27696,image of bee,309,bee
595,595,4489,image of ant,310,ant
596,596,44320,image of  emmet,310, emmet
597,597,30688,image of  pismire,310, pismire
598,598,23205,image of grasshopper,311,grasshopper
599,599,48290,image of  hopper,311, hopper
600,600,12701,image of cricket,312,cricket
601,601,43702,image of walking stick,313,walking stick
602,602,19183,image of  walkingstick,313, walkingstick
603,603,5480,image of  stick insect,313, stick insect
604,604,14379,image of cockroach,314,cockroach
605,605,20228,image of  roach,314, roach
606,606,8722,image of mantis,315,mantis
607,607,45197,image of  mantid,315, mantid
608,608,5634,image of cicada,316,cicada
609,609,28074,image of  cicala,316, cicala
610,610,49062,image of leafhopper,317,leafhopper
611,611,16866,image of lacewing,318,lacewing
612,612,43731,image of  lacewing fly,318, lacewing fly
613,613,23666,image of dragonfly,319,dragonfly
614,614,29899,image of  darning needle,319, darning needle
615,615,1971,image of  devil's darning needle,319, devil's darning needle
616,616,36917,image of  sewing needle,319, sewing needle
617,617,6578,image of  snake feeder,319, snake feeder
618,618,12030,image of  snake doctor,319, snake doctor
619,619,5786,image of  mosquito hawk,319, mosquito hawk
620,620,9120,image of  skeeter hawk,319, skeeter hawk
621,621,30647,image of damselfly,320,damselfly
622,622,41188,image of admiral,321,admiral
623,623,49887,image of ringlet,322,ringlet
624,624,19763,image of  ringlet butterfly,322, ringlet butterfly
625,625,27181,image of monarch,323,monarch
626,626,23952,image of  monarch butterfly,323, monarch butterfly
627,627,15903,image of  milkweed butterfly,323, milkweed butterfly
628,628,28309,image of  Danaus plexippus,323, Danaus plexippus
629,629,31193,image of cabbage butterfly,324,cabbage butterfly
630,630,9194,image of sulphur butterfly,325,sulphur butterfly
631,631,9503,image of  sulfur butterfly,325, sulfur butterfly
632,632,9202,image of lycaenid,326,lycaenid
633,633,45552,image of  lycaenid butterfly,326, lycaenid butterfly
634,634,32624,image of starfish,327,starfish
635,635,38153,image of  sea star,327, sea star
636,636,9761,image of sea urchin,328,sea urchin
637,637,19902,image of sea cucumber,329,sea cucumber
638,638,25698,image of  holothurian,329, holothurian
639,639,47771,image of wood rabbit,330,wood rabbit
640,640,8786,image of  cottontail,330, cottontail
641,641,19752,image of  cottontail rabbit,330, cottontail rabbit
642,642,41814,image of hare,331,hare
643,643,28142,image of Angora,332,Angora
644,644,29386,image of  Angora rabbit,332, Angora rabbit
645,645,44142,image of hamster,333,hamster
646,646,6803,image of porcupine,334,porcupine
647,647,48135,image of  hedgehog,334, hedgehog
648,648,2791,image of fox squirrel,335,fox squirrel
649,649,31775,image of  eastern fox squirrel,335, eastern fox squirrel
650,650,30003,image of  Sciurus niger,335, Sciurus niger
651,651,48396,image of marmot,336,marmot
652,652,41023,image of beaver,337,beaver
653,653,33658,image of guinea pig,338,guinea pig
654,654,17060,image of  Cavia cobaya,338, Cavia cobaya
655,655,10775,image of sorrel,339,sorrel
656,656,31002,image of zebra,340,zebra
657,657,28281,image of hog,341,hog
658,658,40199,image of  pig,341, pig
659,659,36914,image of  grunter,341, grunter
660,660,29000,image of  squealer,341, squealer
661,661,8639,image of  Sus scrofa,341, Sus scrofa
662,662,10505,image of wild boar,342,wild boar
663,663,16764,image of  boar,342, boar
664,664,33562,image of  Sus scrofa,342, Sus scrofa
665,665,1053,image of warthog,343,warthog
666,666,11313,image of hippopotamus,344,hippopotamus
667,667,13554,image of  hippo,344, hippo
668,668,22151,image of  river horse,344, river horse
669,669,42263,image of  Hippopotamus amphibius,344, Hippopotamus amphibius
670,670,28625,image of ox,345,ox
671,671,45312,image of water buffalo,346,water buffalo
672,672,45796,image of  water ox,346, water ox
673,673,32072,image of  Asiatic buffalo,346, Asiatic buffalo
674,674,24712,image of  Bubalus bubalis,346, Bubalus bubalis
675,675,23755,image of bison,347,bison
676,676,36467,image of ram,348,ram
677,677,43723,image of  tup,348, tup
678,678,19647,image of bighorn,349,bighorn
679,679,39084,image of  bighorn sheep,349, bighorn sheep
680,680,34350,image of  cimarron,349, cimarron
681,681,45018,image of  Rocky Mountain bighorn,349, Rocky Mountain bighorn
682,682,8531,image of  Rocky Mountain sheep,349, Rocky Mountain sheep
683,683,15903,image of  Ovis canadensis,349, Ovis canadensis
684,684,23351,image of ibex,350,ibex
685,685,47264,image of  Capra ibex,350, Capra ibex
686,686,45977,image of hartebeest,351,hartebeest
687,687,15877,image of impala,352,impala
688,688,3153,image of  Aepyceros melampus,352, Aepyceros melampus
689,689,34399,image of gazelle,353,gazelle
690,690,27129,image of Arabian camel,354,Arabian camel
691,691,27574,image of  dromedary,354, dromedary
692,692,152,image of  Camelus dromedarius,354, Camelus dromedarius
693,693,45387,image of llama,355,llama
694,694,31488,image of weasel,356,weasel
695,695,1472,image of mink,357,mink
696,696,220,image of polecat,358,polecat
697,697,20668,image of  fitch,358, fitch
698,698,48788,image of  foulmart,358, foulmart
699,699,243,image of  foumart,358, foumart
700,700,8216,image of  Mustela putorius,358, Mustela putorius
701,701,10916,image of black-footed ferret,359,black-footed ferret
702,702,34158,image of  ferret,359, ferret
703,703,45487,image of  Mustela nigripes,359, Mustela nigripes
704,704,6538,image of otter,360,otter
705,705,6004,image of skunk,361,skunk
706,706,33963,image of  polecat,361, polecat
707,707,15267,image of  wood pussy,361, wood pussy
708,708,49277,image of badger,362,badger
709,709,32470,image of armadillo,363,armadillo
710,710,47653,image of three-toed sloth,364,three-toed sloth
711,711,48041,image of  ai,364, ai
712,712,17599,image of  Bradypus tridactylus,364, Bradypus tridactylus
713,713,33384,image of orangutan,365,orangutan
714,714,13029,image of  orang,365, orang
715,715,12255,image of  orangutang,365, orangutang
716,716,48,image of  Pongo pygmaeus,365, Pongo pygmaeus
717,717,11877,image of gorilla,366,gorilla
718,718,21148,image of  Gorilla gorilla,366, Gorilla gorilla
719,719,21549,image of chimpanzee,367,chimpanzee
720,720,21240,image of  chimp,367, chimp
721,721,10384,image of  Pan troglodytes,367, Pan troglodytes
722,722,21583,image of gibbon,368,gibbon
723,723,21030,image of  Hylobates lar,368, Hylobates lar
724,724,19160,image of siamang,369,siamang
725,725,31959,image of  Hylobates syndactylus,369, Hylobates syndactylus
726,726,34089,image of  Symphalangus syndactylus,369, Symphalangus syndactylus
727,727,22797,image of guenon,370,guenon
728,728,14083,image of  guenon monkey,370, guenon monkey
729,729,38207,image of patas,371,patas
730,730,34542,image of  hussar monkey,371, hussar monkey
731,731,35321,image of  Erythrocebus patas,371, Erythrocebus patas
732,732,17739,image of baboon,372,baboon
733,733,18152,image of macaque,373,macaque
734,734,4649,image of langur,374,langur
735,735,10931,image of colobus,375,colobus
736,736,13897,image of  colobus monkey,375, colobus monkey
737,737,16907,image of proboscis monkey,376,proboscis monkey
738,738,43526,image of  Nasalis larvatus,376, Nasalis larvatus
739,739,31969,image of marmoset,377,marmoset
740,740,44210,image of capuchin,378,capuchin
741,741,32753,image of  ringtail,378, ringtail
742,742,11693,image of  Cebus capucinus,378, Cebus capucinus
743,743,41518,image of howler monkey,379,howler monkey
744,744,24144,image of  howler,379, howler
745,745,44325,image of titi,380,titi
746,746,18261,image of  titi monkey,380, titi monkey
747,747,44203,image of spider monkey,381,spider monkey
748,748,2998,image of  Ateles geoffroyi,381, Ateles geoffroyi
749,749,3445,image of squirrel monkey,382,squirrel monkey
750,750,11989,image of  Saimiri sciureus,382, Saimiri sciureus
751,751,10210,image of Madagascar cat,383,Madagascar cat
752,752,48157,image of  ring-tailed lemur,383, ring-tailed lemur
753,753,12981,image of  Lemur catta,383, Lemur catta
754,754,35958,image of indri,384,indri
755,755,44793,image of  indris,384, indris
756,756,40933,image of  Indri indri,384, Indri indri
757,757,35602,image of  Indri brevicaudatus,384, Indri brevicaudatus
758,758,23680,image of Indian elephant,385,Indian elephant
759,759,16204,image of  Elephas maximus,385, Elephas maximus
760,760,14147,image of African elephant,386,African elephant
761,761,425,image of  Loxodonta africana,386, Loxodonta africana
762,762,30737,image of lesser panda,387,lesser panda
763,763,37958,image of  red panda,387, red panda
764,764,37329,image of  panda,387, panda
765,765,32370,image of  bear cat,387, bear cat
766,766,13455,image of  cat bear,387, cat bear
767,767,28415,image of  Ailurus fulgens,387, Ailurus fulgens
768,768,23827,image of giant panda,388,giant panda
769,769,44340,image of  panda,388, panda
770,770,37647,image of  panda bear,388, panda bear
771,771,38481,image of  coon bear,388, coon bear
772,772,15021,image of  Ailuropoda melanoleuca,388, Ailuropoda melanoleuca
773,773,39364,image of barracouta,389,barracouta
774,774,8697,image of  snoek,389, snoek
775,775,9788,image of eel,390,eel
776,776,44857,image of coho,391,coho
777,777,36164,image of  cohoe,391, cohoe
778,778,9443,image of  coho salmon,391, coho salmon
779,779,2321,image of  blue jack,391, blue jack
780,780,36150,image of  silver salmon,391, silver salmon
781,781,18757,image of  Oncorhynchus kisutch,391, Oncorhynchus kisutch
782,782,7434,image of rock beauty,392,rock beauty
783,783,46747,image of  Holocanthus tricolor,392, Holocanthus tricolor
784,784,42143,image of anemone fish,393,anemone fish
785,785,12240,image of sturgeon,394,sturgeon
786,786,13488,image of gar,395,gar
787,787,45277,image of  garfish,395, garfish
788,788,49312,image of  garpike,395, garpike
789,789,42728,image of  billfish,395, billfish
790,790,36250,image of  Lepisosteus osseus,395, Lepisosteus osseus
791,791,34277,image of lionfish,396,lionfish
792,792,19952,image of puffer,397,puffer
793,793,29659,image of  pufferfish,397, pufferfish
794,794,38013,image of  blowfish,397, blowfish
795,795,48280,image of  globefish,397, globefish
796,796,42767,image of abacus,398,abacus
797,797,9654,image of abaya,399,abaya
798,798,41037,image of academic gown,400,academic gown
799,799,13683,image of  academic robe,400, academic robe
800,800,3296,image of  judge's robe,400, judge's robe
801,801,20262,image of accordion,401,accordion
802,802,39994,image of  piano accordion,401, piano accordion
803,803,47280,image of  squeeze box,401, squeeze box
804,804,14394,image of acoustic guitar,402,acoustic guitar
805,805,5291,image of aircraft carrier,403,aircraft carrier
806,806,45554,image of  carrier,403, carrier
807,807,33502,image of  flattop,403, flattop
808,808,11194,image of  attack aircraft carrier,403, attack aircraft carrier
809,809,38390,image of airliner,404,airliner
810,810,7187,image of airship,405,airship
811,811,13534,image of  dirigible,405, dirigible
812,812,18116,image of altar,406,altar
813,813,33861,image of ambulance,407,ambulance
814,814,28601,image of amphibian,408,amphibian
815,815,25181,image of  amphibious vehicle,408, amphibious vehicle
816,816,10805,image of analog clock,409,analog clock
817,817,29380,image of apiary,410,apiary
818,818,46109,image of  bee house,410, bee house
819,819,48395,image of apron,411,apron
820,820,48367,image of ashcan,412,ashcan
821,821,45459,image of  trash can,412, trash can
822,822,41876,image of  garbage can,412, garbage can
823,823,26145,image of  wastebin,412, wastebin
824,824,13129,image of  ash bin,412, ash bin
825,825,37131,image of  ash-bin,412, ash-bin
826,826,768,image of  ashbin,412, ashbin
827,827,15939,image of  dustbin,412, dustbin
828,828,45824,image of  trash barrel,412, trash barrel
829,829,6500,image of  trash bin,412, trash bin
830,830,32724,image of assault rifle,413,assault rifle
831,831,9056,image of  assault gun,413, assault gun
832,832,38470,image of backpack,414,backpack
833,833,20127,image of  back pack,414, back pack
834,834,14237,image of  knapsack,414, knapsack
835,835,31178,image of  packsack,414, packsack
836,836,26996,image of  rucksack,414, rucksack
837,837,36785,image of  haversack,414, haversack
838,838,6871,image of bakery,415,bakery
839,839,49757,image of  bakeshop,415, bakeshop
840,840,2621,image of  bakehouse,415, bakehouse
841,841,15106,image of balance beam,416,balance beam
842,842,27500,image of  beam,416, beam
843,843,24371,image of balloon,417,balloon
844,844,20411,image of ballpoint,418,ballpoint
845,845,19673,image of  ballpoint pen,418, ballpoint pen
846,846,33179,image of  ballpen,418, ballpen
847,847,1184,image of  Biro,418, Biro
848,848,36509,image of Band Aid,419,Band Aid
849,849,23261,image of banjo,420,banjo
850,850,48695,image of bannister,421,bannister
851,851,121,image of  banister,421, banister
852,852,22463,image of  balustrade,421, balustrade
853,853,48854,image of  balusters,421, balusters
854,854,24381,image of  handrail,421, handrail
855,855,44948,image of barbell,422,barbell
856,856,49162,image of barber chair,423,barber chair
857,857,31987,image of barbershop,424,barbershop
858,858,48371,image of barn,425,barn
859,859,639,image of barometer,426,barometer
860,860,46752,image of barrel,427,barrel
861,861,22644,image of  cask,427, cask
862,862,49634,image of barrow,428,barrow
863,863,42961,image of  garden cart,428, garden cart
864,864,39862,image of  lawn cart,428, lawn cart
865,865,22942,image of  wheelbarrow,428, wheelbarrow
866,866,19627,image of baseball,429,baseball
867,867,48901,image of basketball,430,basketball
868,868,19858,image of bassinet,431,bassinet
869,869,21816,image of bassoon,432,bassoon
870,870,20433,image of bathing cap,433,bathing cap
871,871,22301,image of  swimming cap,433, swimming cap
872,872,11198,image of bath towel,434,bath towel
873,873,36225,image of bathtub,435,bathtub
874,874,9544,image of  bathing tub,435, bathing tub
875,875,20985,image of  bath,435, bath
876,876,11308,image of  tub,435, tub
877,877,8405,image of beach wagon,436,beach wagon
878,878,49544,image of  station wagon,436, station wagon
879,879,17690,image of  wagon,436, wagon
880,880,5966,image of  estate car,436, estate car
881,881,19012,image of  beach waggon,436, beach waggon
882,882,20322,image of  station waggon,436, station waggon
883,883,28609,image of  waggon,436, waggon
884,884,24907,image of beacon,437,beacon
885,885,14592,image of  lighthouse,437, lighthouse
886,886,48209,image of  beacon light,437, beacon light
887,887,40286,image of  pharos,437, pharos
888,888,18988,image of beaker,438,beaker
889,889,12775,image of bearskin,439,bearskin
890,890,42997,image of  busby,439, busby
891,891,6920,image of  shako,439, shako
892,892,4834,image of beer bottle,440,beer bottle
893,893,9736,image of beer glass,441,beer glass
894,894,49799,image of bell cote,442,bell cote
895,895,33740,image of  bell cot,442, bell cot
896,896,45939,image of bib,443,bib
897,897,28746,image of bicycle-built-for-two,444,bicycle-built-for-two
898,898,10716,image of  tandem bicycle,444, tandem bicycle
899,899,5076,image of  tandem,444, tandem
900,900,16746,image of bikini,445,bikini
901,901,9377,image of  two-piece,445, two-piece
902,902,33708,image of binder,446,binder
903,903,37681,image of  ring-binder,446, ring-binder
904,904,39912,image of binoculars,447,binoculars
905,905,24365,image of  field glasses,447, field glasses
906,906,48021,image of  opera glasses,447, opera glasses
907,907,21101,image of birdhouse,448,birdhouse
908,908,46590,image of boathouse,449,boathouse
909,909,48580,image of bobsled,450,bobsled
910,910,48751,image of  bobsleigh,450, bobsleigh
911,911,2261,image of  bob,450, bob
912,912,29407,image of bolo tie,451,bolo tie
913,913,48152,image of  bolo,451, bolo
914,914,33243,image of  bola tie,451, bola tie
915,915,5940,image of  bola,451, bola
916,916,46983,image of bonnet,452,bonnet
917,917,38338,image of  poke bonnet,452, poke bonnet
918,918,24708,image of bookcase,453,bookcase
919,919,21095,image of bookshop,454,bookshop
920,920,7177,image of  bookstore,454, bookstore
921,921,22333,image of  bookstall,454, bookstall
922,922,37580,image of bottlecap,455,bottlecap
923,923,41413,image of bow,456,bow
924,924,33978,image of bow tie,457,bow tie
925,925,18661,image of  bow-tie,457, bow-tie
926,926,26465,image of  bowtie,457, bowtie
927,927,3331,image of brass,458,brass
928,928,29243,image of  memorial tablet,458, memorial tablet
929,929,24828,image of  plaque,458, plaque
930,930,19019,image of brassiere,459,brassiere
931,931,25311,image of  bra,459, bra
932,932,22403,image of  bandeau,459, bandeau
933,933,26226,image of breakwater,460,breakwater
934,934,28042,image of  groin,460, groin
935,935,32952,image of  groyne,460, groyne
936,936,31913,image of  mole,460, mole
937,937,11852,image of  bulwark,460, bulwark
938,938,14664,image of  seawall,460, seawall
939,939,22742,image of  jetty,460, jetty
940,940,31651,image of breastplate,461,breastplate
941,941,46116,image of  aegis,461, aegis
942,942,20668,image of  egis,461, egis
943,943,15217,image of broom,462,broom
944,944,26927,image of bucket,463,bucket
945,945,18886,image of  pail,463, pail
946,946,18760,image of buckle,464,buckle
947,947,48930,image of bulletproof vest,465,bulletproof vest
948,948,43299,image of bullet train,466,bullet train
949,949,42540,image of  bullet,466, bullet
950,950,34801,image of butcher shop,467,butcher shop
951,951,31254,image of  meat market,467, meat market
952,952,43407,image of cab,468,cab
953,953,14002,image of  hack,468, hack
954,954,22990,image of  taxi,468, taxi
955,955,5309,image of  taxicab,468, taxicab
956,956,28895,image of caldron,469,caldron
957,957,12701,image of  cauldron,469, cauldron
958,958,24466,image of candle,470,candle
959,959,31780,image of  taper,470, taper
960,960,1454,image of  wax light,470, wax light
961,961,6509,image of cannon,471,cannon
962,962,44385,image of canoe,472,canoe
963,963,1162,image of can opener,473,can opener
964,964,31983,image of  tin opener,473, tin opener
965,965,6645,image of cardigan,474,cardigan
966,966,39079,image of car mirror,475,car mirror
967,967,46556,image of carousel,476,carousel
968,968,24604,image of  carrousel,476, carrousel
969,969,49392,image of  merry-go-round,476, merry-go-round
970,970,23696,image of  roundabout,476, roundabout
971,971,39391,image of  whirligig,476, whirligig
972,972,31492,image of carpenter's kit,477,carpenter's kit
973,973,23132,image of  tool kit,477, tool kit
974,974,3295,image of carton,478,carton
975,975,44166,image of car wheel,479,car wheel
976,976,8321,image of cash machine,480,cash machine
977,977,12318,image of  cash dispenser,480, cash dispenser
978,978,42453,image of  automated teller machine,480, automated teller machine
979,979,32728,image of  automatic teller machine,480, automatic teller machine
980,980,41551,image of  automated teller,480, automated teller
981,981,28447,image of  automatic teller,480, automatic teller
982,982,43177,image of  ATM,480, ATM
983,983,48323,image of cassette,481,cassette
984,984,41364,image of cassette player,482,cassette player
985,985,28116,image of castle,483,castle
986,986,25778,image of catamaran,484,catamaran
987,987,47092,image of CD player,485,CD player
988,988,18275,image of cello,486,cello
989,989,22659,image of  violoncello,486, violoncello
990,990,27493,image of cellular telephone,487,cellular telephone
991,991,5190,image of  cellular phone,487, cellular phone
992,992,33464,image of  cellphone,487, cellphone
993,993,30725,image of  cell,487, cell
994,994,45427,image of  mobile phone,487, mobile phone
995,995,38965,image of chain,488,chain
996,996,22438,image of chainlink fence,489,chainlink fence
997,997,25983,image of chain mail,490,chain mail
998,998,28763,image of  ring mail,490, ring mail
999,999,6353,image of  mail,490, mail
1000,1000,10601,image of  chain armor,490, chain armor
1001,1001,7257,image of  chain armour,490, chain armour
1002,1002,46240,image of  ring armor,490, ring armor
1003,1003,40430,image of  ring armour,490, ring armour
1004,1004,10230,image of chain saw,491,chain saw
1005,1005,22679,image of  chainsaw,491, chainsaw
1006,1006,16254,image of chest,492,chest
1007,1007,27483,image of chiffonier,493,chiffonier
1008,1008,27032,image of  commode,493, commode
1009,1009,23932,image of chime,494,chime
1010,1010,48437,image of  bell,494, bell
1011,1011,1720,image of  gong,494, gong
1012,1012,36729,image of china cabinet,495,china cabinet
1013,1013,13091,image of  china closet,495, china closet
1014,1014,14114,image of Christmas stocking,496,Christmas stocking
1015,1015,7348,image of church,497,church
1016,1016,31027,image of  church building,497, church building
1017,1017,5675,image of cinema,498,cinema
1018,1018,25488,image of  movie theater,498, movie theater
1019,1019,7762,image of  movie theatre,498, movie theatre
1020,1020,1212,image of  movie house,498, movie house
1021,1021,37116,image of  picture palace,498, picture palace
1022,1022,35393,image of cleaver,499,cleaver
1023,1023,45228,image of  meat cleaver,499, meat cleaver
1024,1024,32422,image of  chopper,499, chopper
1025,1025,14885,image of cliff dwelling,500,cliff dwelling
1026,1026,28203,image of cloak,501,cloak
1027,1027,27647,image of clog,502,clog
1028,1028,34713,image of  geta,502, geta
1029,1029,25697,image of  patten,502, patten
1030,1030,26905,image of  sabot,502, sabot
1031,1031,31880,image of cocktail shaker,503,cocktail shaker
1032,1032,29592,image of coffee mug,504,coffee mug
1033,1033,30229,image of coffeepot,505,coffeepot
1034,1034,41028,image of coil,506,coil
1035,1035,17833,image of  spiral,506, spiral
1036,1036,30225,image of  volute,506, volute
1037,1037,16871,image of  whorl,506, whorl
1038,1038,23675,image of  helix,506, helix
1039,1039,19267,image of combination lock,507,combination lock
1040,1040,21077,image of computer keyboard,508,computer keyboard
1041,1041,408,image of  keypad,508, keypad
1042,1042,20785,image of confectionery,509,confectionery
1043,1043,28991,image of  confectionary,509, confectionary
1044,1044,19744,image of  candy store,509, candy store
1045,1045,18375,image of container ship,510,container ship
1046,1046,22940,image of  containership,510, containership
1047,1047,23114,image of  container vessel,510, container vessel
1048,1048,30775,image of convertible,511,convertible
1049,1049,37638,image of corkscrew,512,corkscrew
1050,1050,7147,image of  bottle screw,512, bottle screw
1051,1051,10319,image of cornet,513,cornet
1052,1052,49489,image of  horn,513, horn
1053,1053,30674,image of  trumpet,513, trumpet
1054,1054,10329,image of  trump,513, trump
1055,1055,47691,image of cowboy boot,514,cowboy boot
1056,1056,36301,image of cowboy hat,515,cowboy hat
1057,1057,29466,image of  ten-gallon hat,515, ten-gallon hat
1058,1058,29397,image of cradle,516,cradle
1059,1059,47102,image of crane,517,crane
1060,1060,20615,image of crash helmet,518,crash helmet
1061,1061,18523,image of crate,519,crate
1062,1062,43141,image of crib,520,crib
1063,1063,23976,image of  cot,520, cot
1064,1064,8657,image of Crock Pot,521,Crock Pot
1065,1065,14767,image of croquet ball,522,croquet ball
1066,1066,7163,image of crutch,523,crutch
1067,1067,17424,image of cuirass,524,cuirass
1068,1068,18832,image of dam,525,dam
1069,1069,31826,image of  dike,525, dike
1070,1070,27211,image of  dyke,525, dyke
1071,1071,33649,image of desk,526,desk
1072,1072,44003,image of desktop computer,527,desktop computer
1073,1073,5649,image of dial telephone,528,dial telephone
1074,1074,37665,image of  dial phone,528, dial phone
1075,1075,24225,image of diaper,529,diaper
1076,1076,25540,image of  nappy,529, nappy
1077,1077,45461,image of  napkin,529, napkin
1078,1078,23300,image of digital clock,530,digital clock
1079,1079,31287,image of digital watch,531,digital watch
1080,1080,14021,image of dining table,532,dining table
1081,1081,12532,image of  board,532, board
1082,1082,37731,image of dishrag,533,dishrag
1083,1083,34882,image of  dishcloth,533, dishcloth
1084,1084,28950,image of dishwasher,534,dishwasher
1085,1085,12675,image of  dish washer,534, dish washer
1086,1086,38978,image of  dishwashing machine,534, dishwashing machine
1087,1087,49318,image of disk brake,535,disk brake
1088,1088,2677,image of  disc brake,535, disc brake
1089,1089,31171,image of dock,536,dock
1090,1090,23844,image of  dockage,536, dockage
1091,1091,34719,image of  docking facility,536, docking facility
1092,1092,5537,image of dogsled,537,dogsled
1093,1093,5975,image of  dog sled,537, dog sled
1094,1094,21312,image of  dog sleigh,537, dog sleigh
1095,1095,45463,image of dome,538,dome
1096,1096,17019,image of doormat,539,doormat
1097,1097,6594,image of  welcome mat,539, welcome mat
1098,1098,482,image of drilling platform,540,drilling platform
1099,1099,18820,image of  offshore rig,540, offshore rig
1100,1100,46391,image of drum,541,drum
1101,1101,45682,image of  membranophone,541, membranophone
1102,1102,2294,image of  tympan,541, tympan
1103,1103,28536,image of drumstick,542,drumstick
1104,1104,30391,image of dumbbell,543,dumbbell
1105,1105,49540,image of Dutch oven,544,Dutch oven
1106,1106,26304,image of electric fan,545,electric fan
1107,1107,47932,image of  blower,545, blower
1108,1108,40104,image of electric guitar,546,electric guitar
1109,1109,49703,image of electric locomotive,547,electric locomotive
1110,1110,35966,image of entertainment center,548,entertainment center
1111,1111,7674,image of envelope,549,envelope
1112,1112,3835,image of espresso maker,550,espresso maker
1113,1113,19152,image of face powder,551,face powder
1114,1114,49197,image of feather boa,552,feather boa
1115,1115,49658,image of  boa,552, boa
1116,1116,12530,image of file,553,file
1117,1117,41706,image of  file cabinet,553, file cabinet
1118,1118,5069,image of  filing cabinet,553, filing cabinet
1119,1119,35179,image of fireboat,554,fireboat
1120,1120,28257,image of fire engine,555,fire engine
1121,1121,20508,image of  fire truck,555, fire truck
1122,1122,35986,image of fire screen,556,fire screen
1123,1123,16023,image of  fireguard,556, fireguard
1124,1124,5079,image of flagpole,557,flagpole
1125,1125,29669,image of  flagstaff,557, flagstaff
1126,1126,42323,image of flute,558,flute
1127,1127,38089,image of  transverse flute,558, transverse flute
1128,1128,7060,image of folding chair,559,folding chair
1129,1129,29770,image of football helmet,560,football helmet
1130,1130,29295,image of forklift,561,forklift
1131,1131,45086,image of fountain,562,fountain
1132,1132,13025,image of fountain pen,563,fountain pen
1133,1133,661,image of four-poster,564,four-poster
1134,1134,43956,image of freight car,565,freight car
1135,1135,11857,image of French horn,566,French horn
1136,1136,11347,image of  horn,566, horn
1137,1137,27702,image of frying pan,567,frying pan
1138,1138,32624,image of  frypan,567, frypan
1139,1139,616,image of  skillet,567, skillet
1140,1140,29012,image of fur coat,568,fur coat
1141,1141,19779,image of garbage truck,569,garbage truck
1142,1142,28825,image of  dustcart,569, dustcart
1143,1143,11722,image of gasmask,570,gasmask
1144,1144,12150,image of  respirator,570, respirator
1145,1145,47871,image of  gas helmet,570, gas helmet
1146,1146,23929,image of gas pump,571,gas pump
1147,1147,49959,image of  gasoline pump,571, gasoline pump
1148,1148,17774,image of  petrol pump,571, petrol pump
1149,1149,30461,image of  island dispenser,571, island dispenser
1150,1150,6114,image of goblet,572,goblet
1151,1151,16646,image of go-kart,573,go-kart
1152,1152,15728,image of golf ball,574,golf ball
1153,1153,38167,image of golfcart,575,golfcart
1154,1154,1148,image of  golf cart,575, golf cart
1155,1155,10118,image of gondola,576,gondola
1156,1156,942,image of gong,577,gong
1157,1157,23943,image of  tam-tam,577, tam-tam
1158,1158,1211,image of gown,578,gown
1159,1159,23138,image of grand piano,579,grand piano
1160,1160,28301,image of  grand,579, grand
1161,1161,30922,image of greenhouse,580,greenhouse
1162,1162,34420,image of  nursery,580, nursery
1163,1163,6017,image of  glasshouse,580, glasshouse
1164,1164,37147,image of grille,581,grille
1165,1165,31658,image of  radiator grille,581, radiator grille
1166,1166,16399,image of grocery store,582,grocery store
1167,1167,40213,image of  grocery,582, grocery
1168,1168,28971,image of  food market,582, food market
1169,1169,26517,image of  market,582, market
1170,1170,10075,image of guillotine,583,guillotine
1171,1171,26073,image of hair slide,584,hair slide
1172,1172,48788,image of hair spray,585,hair spray
1173,1173,35701,image of half track,586,half track
1174,1174,7018,image of hammer,587,hammer
1175,1175,27670,image of hamper,588,hamper
1176,1176,222,image of hand blower,589,hand blower
1177,1177,22972,image of  blow dryer,589, blow dryer
1178,1178,3007,image of  blow drier,589, blow drier
1179,1179,33519,image of  hair dryer,589, hair dryer
1180,1180,17957,image of  hair drier,589, hair drier
1181,1181,49656,image of hand-held computer,590,hand-held computer
1182,1182,8496,image of  hand-held microcomputer,590, hand-held microcomputer
